url_length,content_length,mal,special_chars,charsets,server,IP,type
121,145101,1,15,-1,waitress,-1,defacment
67,-1,1,12,-1,-1,-1,defacment
163,-1,1,28,-1,-1,-1,defacment
37,-1,1,8,-1,-1,-1,defacment
121,-1,1,14,-1,-1,-1,defacment
108,-1,1,19,-1,-1,-1,defacment
31,,1,6,-1,LiteSpeed,-1,defacment
81,-1,1,18,-1,-1,-1,defacment
86,-1,1,13,-1,-1,-1,defacment
103,,1,21,-1,nginx,-1,defacment
118,-1,1,17,-1,-1,-1,defacment
58,-1,1,10,-1,-1,-1,defacment
26,-1,1,6,-1,-1,-1,defacment
45,-1,1,9,-1,-1,-1,defacment
58,-1,1,8,-1,-1,-1,defacment
97,-1,1,17,-1,-1,-1,defacment
176,-1,1,27,-1,-1,-1,defacment
146,-1,1,27,-1,-1,-1,defacment
54,-1,1,11,-1,-1,-1,defacment
35,-1,1,7,-1,-1,-1,defacment
52,-1,1,9,-1,-1,-1,defacment
56,-1,1,12,-1,-1,-1,defacment
108,-1,1,11,-1,-1,-1,defacment
121,-1,1,24,-1,-1,-1,defacment
76,1065,1,12,-1,nginx,-1,defacment
79,-1,1,12,-1,-1,-1,defacment
97,-1,1,17,-1,-1,-1,defacment
86,-1,1,16,-1,-1,-1,defacment
128,-1,1,25,-1,-1,-1,defacment
94,-1,1,15,-1,-1,-1,defacment
99,-1,1,17,-1,-1,-1,defacment
46,-1,1,6,-1,-1,-1,defacment
77,-1,1,15,-1,-1,-1,defacment
245,-1,1,15,-1,-1,-1,defacment
62,-1,1,10,-1,-1,-1,defacment
54,-1,1,7,-1,-1,-1,defacment
78,-1,1,15,-1,-1,-1,defacment
269,-1,1,16,-1,-1,-1,defacment
33,-1,1,8,-1,-1,-1,defacment
43,-1,1,8,-1,-1,-1,defacment
105,-1,1,19,-1,-1,-1,defacment
84,-1,1,18,-1,-1,-1,defacment
78,-1,1,14,-1,-1,-1,defacment
139,-1,1,23,-1,-1,-1,defacment
52,-1,1,7,-1,-1,-1,defacment
78,,1,13,-1,nginx,-1,defacment
48,-1,1,10,-1,-1,-1,defacment
203,-1,1,15,-1,-1,-1,defacment
99,,1,20,-1,Apache,-1,defacment
93,-1,1,18,-1,-1,-1,defacment
257,,1,14,-1,Apache,-1,defacment
128,-1,1,20,-1,-1,-1,defacment
107,-1,1,20,-1,-1,-1,defacment
51,-1,1,11,-1,-1,-1,defacment
100,,1,19,-1,nginx,-1,defacment
74,-1,1,15,-1,-1,-1,defacment
42,-1,1,7,-1,-1,-1,defacment
137,-1,1,24,-1,-1,-1,defacment
87,-1,1,16,-1,-1,-1,defacment
83,-1,1,16,-1,-1,-1,defacment
168,-1,1,29,-1,-1,-1,defacment
47,-1,1,11,-1,-1,-1,defacment
173,,1,32,-1,nginx,-1,defacment
170,,1,31,-1,nginx,-1,defacment
39,18426,1,8,-1,Apache,-1,defacment
134,-1,1,24,-1,-1,-1,defacment
43,-1,1,11,-1,-1,-1,defacment
121,-1,1,22,-1,-1,-1,defacment
48,-1,1,7,-1,-1,-1,defacment
59,-1,1,11,-1,-1,-1,defacment
69,91947,1,13,-1,nginx,-1,defacment
185,-1,1,30,-1,-1,-1,defacment
41,-1,1,7,-1,-1,-1,defacment
113,566,1,19,-1,nginx,-1,defacment
52,-1,1,9,-1,-1,-1,defacment
59,-1,1,9,-1,-1,-1,defacment
58,-1,1,11,-1,-1,-1,defacment
77,-1,1,16,-1,-1,-1,defacment
50,-1,1,9,-1,-1,-1,defacment
138,2247,1,23,-1,nginx,-1,defacment
28,-1,1,6,-1,-1,-1,defacment
136,-1,1,24,-1,-1,-1,defacment
57,42449,1,14,-1,Microsoft-IIS/8.5,-1,defacment
206,-1,1,17,-1,-1,-1,defacment
28,-1,1,7,-1,-1,-1,defacment
43,-1,1,10,-1,-1,-1,defacment
109,-1,1,19,-1,-1,-1,defacment
85,-1,1,15,-1,-1,-1,defacment
39,-1,1,8,-1,-1,-1,defacment
49,-1,1,8,-1,-1,-1,defacment
61,-1,1,11,-1,-1,-1,defacment
126,-1,1,26,-1,-1,-1,defacment
34,-1,1,8,-1,-1,-1,defacment
67,-1,1,11,-1,-1,-1,defacment
87,-1,1,17,-1,-1,-1,defacment
104,-1,1,18,-1,-1,-1,defacment
58,-1,1,12,-1,-1,-1,defacment
63,-1,1,11,-1,-1,-1,defacment
227,,1,15,-1,Apache,-1,defacment
72,-1,1,11,-1,-1,-1,defacment
187,-1,1,16,-1,-1,-1,defacment
107,-1,1,20,-1,-1,-1,defacment
67,-1,1,12,-1,-1,-1,defacment
44,-1,1,9,-1,-1,-1,defacment
60,-1,1,13,-1,-1,-1,defacment
138,-1,1,25,-1,-1,-1,defacment
45,-1,1,8,-1,-1,-1,defacment
37,8,1,7,-1,gunicorn/0.17.2,-1,defacment
43,,1,9,-1,nginx,-1,defacment
142,-1,1,28,-1,-1,-1,defacment
131,-1,1,23,-1,-1,-1,defacment
47,-1,1,8,-1,-1,-1,defacment
92,-1,1,15,-1,-1,-1,defacment
96,-1,1,16,-1,-1,-1,defacment
89,,1,17,-1,aruba-proxy,-1,defacment
163,-1,1,29,-1,-1,-1,defacment
182,-1,1,34,-1,-1,-1,defacment
105,-1,1,19,-1,-1,-1,defacment
49,-1,1,10,-1,-1,-1,defacment
79,-1,1,16,-1,-1,-1,defacment
79,-1,1,13,-1,-1,-1,defacment
72,-1,1,12,-1,-1,-1,defacment
150,-1,1,25,-1,-1,-1,defacment
76,-1,1,14,-1,-1,-1,defacment
44,17692,1,9,-1,nginx,-1,defacment
45,-1,1,11,-1,-1,-1,defacment
72,-1,1,11,-1,-1,-1,defacment
85,-1,1,14,-1,-1,-1,defacment
144,-1,1,26,-1,-1,-1,defacment
60,1866,1,12,-1,nginx,-1,defacment
64,-1,1,10,-1,-1,-1,defacment
46,-1,1,8,-1,-1,-1,defacment
52,-1,1,9,-1,-1,-1,defacment
57,-1,1,11,-1,-1,-1,defacment
80,,1,16,-1,,-1,defacment
117,-1,1,18,-1,-1,-1,defacment
71,-1,1,14,-1,-1,-1,defacment
38,-1,1,7,-1,-1,-1,defacment
120,-1,1,22,-1,-1,-1,defacment
99,-1,1,19,-1,-1,-1,defacment
200,-1,1,35,-1,-1,-1,defacment
128,-1,1,21,-1,-1,-1,defacment
153,,1,35,-1,nginx,-1,defacment
74,-1,1,14,-1,-1,-1,defacment
55,-1,1,10,-1,-1,-1,defacment
203,-1,1,17,-1,-1,-1,defacment
65,-1,1,12,-1,-1,-1,defacment
99,-1,1,17,-1,-1,-1,defacment
63,-1,1,11,-1,-1,-1,defacment
72,-1,1,12,-1,-1,-1,defacment
149,-1,1,26,-1,-1,-1,defacment
53,-1,1,10,-1,-1,-1,defacment
36,-1,1,8,-1,-1,-1,defacment
96,,1,16,-1,nginx,-1,defacment
110,-1,1,16,-1,-1,-1,defacment
57,-1,1,11,-1,-1,-1,defacment
35,-1,1,7,-1,-1,-1,defacment
44,-1,1,8,-1,-1,-1,defacment
44,-1,1,9,-1,-1,-1,defacment
37,-1,1,7,-1,-1,-1,defacment
34,-1,1,7,-1,-1,-1,defacment
52,-1,1,11,-1,-1,-1,defacment
50,-1,1,7,-1,-1,-1,defacment
89,,1,15,-1,Apache,-1,defacment
94,-1,1,15,-1,-1,-1,defacment
39,-1,1,7,-1,-1,-1,defacment
129,2176,1,24,-1,Apache,-1,defacment
45,-1,1,9,-1,-1,-1,defacment
60,-1,1,10,-1,-1,-1,defacment
188,-1,1,36,-1,-1,-1,defacment
60,-1,1,11,-1,-1,-1,defacment
54,-1,1,9,-1,-1,-1,defacment
66,-1,1,13,-1,-1,-1,defacment
70,-1,1,13,-1,-1,-1,defacment
40,-1,1,9,-1,-1,-1,defacment
55,-1,1,11,-1,-1,-1,defacment
127,,1,20,-1,nginx,-1,defacment
79,-1,1,14,-1,-1,-1,defacment
36,-1,1,7,-1,-1,-1,defacment
97,-1,1,16,-1,-1,-1,defacment
84,-1,1,18,-1,-1,-1,defacment
69,-1,1,9,-1,-1,-1,defacment
132,-1,1,25,-1,-1,-1,defacment
59,-1,1,8,-1,-1,-1,defacment
134,-1,1,24,-1,-1,-1,defacment
88,-1,1,16,-1,-1,-1,defacment
95,-1,1,15,-1,-1,-1,defacment
39,-1,1,6,-1,-1,-1,defacment
175,-1,1,26,-1,-1,-1,defacment
77,-1,1,16,-1,-1,-1,defacment
79,-1,1,14,-1,-1,-1,defacment
107,-1,1,20,-1,-1,-1,defacment
32,-1,1,6,-1,-1,-1,defacment
25,-1,1,7,-1,-1,-1,defacment
90,-1,1,16,-1,-1,-1,defacment
41,-1,1,8,-1,-1,-1,defacment
148,-1,1,26,-1,-1,-1,defacment
54,-1,1,10,-1,-1,-1,defacment
63,-1,1,10,-1,-1,-1,defacment
76,-1,1,15,-1,-1,-1,defacment
47,-1,1,9,-1,-1,-1,defacment
88,-1,1,15,-1,-1,-1,defacment
84,,1,17,-1,nginx/1.18.0,-1,defacment
52,-1,1,8,-1,-1,-1,defacment
126,-1,1,27,-1,-1,-1,defacment
38,-1,1,6,-1,-1,-1,defacment
34,-1,1,7,-1,-1,-1,defacment
76,-1,1,19,-1,-1,-1,defacment
42,-1,1,9,-1,-1,-1,defacment
43,,1,8,-1,openresty,-1,defacment
44,-1,1,8,-1,-1,-1,defacment
103,-1,1,23,-1,-1,-1,defacment
70,556737,1,8,-1,ddos-guard,-1,defacment
121,-1,1,19,-1,-1,-1,defacment
62,-1,1,9,-1,-1,-1,defacment
28,,1,6,-1,nginx,-1,defacment
42,-1,1,9,-1,-1,-1,defacment
64,-1,1,10,-1,-1,-1,defacment
50,-1,1,9,-1,-1,-1,defacment
201,,1,14,-1,Apache/2.2.4 (Win32) PHP/5.2.3,-1,defacment
128,-1,1,24,-1,-1,-1,defacment
131,-1,1,25,-1,-1,-1,defacment
87,21019,1,17,-1,GCMS RP 0.92,-1,defacment
110,-1,1,20,-1,-1,-1,defacment
87,-1,1,16,-1,-1,-1,defacment
58,-1,1,9,-1,-1,-1,defacment
89,-1,1,17,-1,-1,-1,defacment
133,,1,24,-1,UD Webspace 3.2,-1,defacment
63,-1,1,13,-1,-1,-1,defacment
101,-1,1,18,-1,-1,-1,defacment
120,,1,15,-1,Apache/2.4.38 (Debian),-1,defacment
141,-1,1,33,-1,-1,-1,defacment
125,-1,1,26,-1,-1,-1,defacment
225,-1,1,16,-1,-1,-1,defacment
70,-1,1,14,-1,-1,-1,defacment
107,-1,1,17,-1,-1,-1,defacment
133,-1,1,22,-1,-1,-1,defacment
145,-1,1,27,-1,-1,-1,defacment
48,-1,1,8,-1,-1,-1,defacment
54,-1,1,6,-1,-1,-1,defacment
37,-1,1,6,-1,-1,-1,defacment
48,-1,1,10,-1,-1,-1,defacment
73,-1,1,9,-1,-1,-1,defacment
91,-1,1,18,-1,-1,-1,defacment
87,-1,1,16,-1,-1,-1,defacment
83,-1,1,14,-1,-1,-1,defacment
53,-1,1,10,-1,-1,-1,defacment
67,-1,1,12,-1,-1,-1,defacment
35,-1,1,6,-1,-1,-1,defacment
32,-1,1,8,-1,-1,-1,defacment
109,-1,1,18,-1,-1,-1,defacment
73,-1,1,11,-1,-1,-1,defacment
101,-1,1,18,-1,-1,-1,defacment
88,-1,1,16,-1,-1,-1,defacment
114,-1,1,22,-1,-1,-1,defacment
50,-1,1,9,-1,-1,-1,defacment
75,-1,1,14,-1,-1,-1,defacment
48,-1,1,7,-1,-1,-1,defacment
106,-1,1,18,-1,-1,-1,defacment
116,-1,1,21,-1,-1,-1,defacment
167,-1,1,9,-1,-1,-1,defacment
54,-1,1,9,-1,-1,-1,defacment
81,,1,16,-1,Apache,-1,defacment
50,-1,1,8,-1,-1,-1,defacment
90,-1,1,14,-1,-1,-1,defacment
269,,1,17,-1,nginx,-1,defacment
132,-1,1,25,-1,-1,-1,defacment
56,-1,1,9,-1,-1,-1,defacment
170,-1,1,29,-1,-1,-1,defacment
103,-1,1,19,-1,-1,-1,defacment
151,-1,1,13,-1,-1,-1,defacment
120,218164,1,19,-1,,-1,defacment
52,-1,1,10,-1,-1,-1,defacment
41,-1,1,8,-1,-1,-1,defacment
135,-1,1,21,-1,-1,-1,defacment
83,-1,1,17,-1,-1,-1,defacment
61,-1,1,12,-1,-1,-1,defacment
51,1145,1,9,-1,-1,-1,defacment
163,-1,1,29,-1,-1,-1,defacment
159,-1,1,29,-1,-1,-1,defacment
84,-1,1,16,-1,-1,-1,defacment
54,-1,1,10,-1,-1,-1,defacment
73,-1,1,15,-1,-1,-1,defacment
79,-1,1,15,-1,-1,-1,defacment
77,-1,1,14,-1,-1,-1,defacment
41,-1,1,8,-1,-1,-1,defacment
127,-1,1,16,-1,-1,-1,defacment
65,-1,1,14,-1,-1,-1,defacment
115,,1,19,-1,LiteSpeed,-1,defacment
91,-1,1,18,-1,-1,-1,defacment
27,-1,1,6,-1,-1,-1,defacment
56,-1,1,9,-1,-1,-1,defacment
110,-1,1,20,-1,-1,-1,defacment
116,-1,1,22,-1,-1,-1,defacment
89,-1,1,16,-1,-1,-1,defacment
117,-1,1,22,-1,-1,-1,defacment
136,-1,1,22,-1,-1,-1,defacment
131,-1,1,23,-1,-1,-1,defacment
41,-1,1,8,-1,-1,-1,defacment
40,-1,1,9,-1,-1,-1,defacment
119,-1,1,25,-1,-1,-1,defacment
153,-1,1,13,-1,-1,-1,defacment
47,-1,1,9,-1,-1,-1,defacment
43,-1,1,7,-1,-1,-1,defacment
46,-1,1,8,-1,-1,-1,defacment
36,-1,1,5,-1,-1,-1,defacment
106,-1,1,20,-1,-1,-1,defacment
130,-1,1,26,-1,-1,-1,defacment
142,,1,23,-1,,-1,defacment
73,-1,1,10,-1,-1,-1,defacment
79,-1,1,13,-1,-1,-1,defacment
136,-1,1,23,-1,-1,-1,defacment
163,-1,1,24,-1,-1,-1,defacment
58,-1,1,13,-1,-1,-1,defacment
87,-1,1,15,-1,-1,-1,defacment
67,-1,1,12,-1,-1,-1,defacment
145,,1,10,-1,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips mod_fcgid/2.3.9 PHP/5.5.38 mod_python/3.5.0- Python/2.7.5,-1,defacment
31,-1,1,7,-1,-1,-1,defacment
88,,1,17,-1,Apache,-1,defacment
64,-1,1,10,-1,-1,-1,defacment
133,,1,22,-1,nginx,-1,defacment
55,-1,1,12,-1,-1,-1,defacment
107,-1,1,24,-1,-1,-1,defacment
89,-1,1,16,-1,-1,-1,defacment
80,-1,1,16,-1,-1,-1,defacment
100,-1,1,17,-1,-1,-1,defacment
56,-1,1,11,-1,-1,-1,defacment
209,-1,1,16,-1,-1,-1,defacment
227,-1,1,51,-1,-1,-1,defacment
45,-1,1,9,-1,-1,-1,defacment
86,-1,1,17,-1,-1,-1,defacment
47,-1,1,8,-1,-1,-1,defacment
58,-1,1,9,-1,-1,-1,defacment
85,-1,1,18,-1,-1,-1,defacment
58,-1,1,10,-1,-1,-1,defacment
96,-1,1,19,-1,-1,-1,defacment
87,-1,1,16,-1,-1,-1,defacment
74,,1,13,-1,nginx,-1,defacment
67,-1,1,14,-1,-1,-1,defacment
44,-1,1,9,-1,-1,-1,defacment
28,,1,8,-1,nginx/1.14.0 (Ubuntu),-1,defacment
46,-1,1,10,-1,-1,-1,defacment
46,-1,1,8,-1,-1,-1,defacment
37,-1,1,7,-1,-1,-1,defacment
68,-1,1,13,-1,-1,-1,defacment
72,-1,1,15,-1,-1,-1,defacment
50,-1,1,12,-1,-1,-1,defacment
54,-1,1,10,-1,-1,-1,defacment
58,-1,1,9,-1,-1,-1,defacment
48,-1,1,6,-1,-1,-1,defacment
115,-1,1,20,-1,-1,-1,defacment
79,,1,15,-1,openresty,-1,defacment
59,-1,1,10,-1,-1,-1,defacment
62,-1,1,10,-1,-1,-1,defacment
119,-1,1,23,-1,-1,-1,defacment
55,-1,1,9,-1,-1,-1,defacment
76,-1,1,15,-1,-1,-1,defacment
51,17692,1,8,-1,nginx,-1,defacment
40,-1,1,8,-1,-1,-1,defacment
78,-1,1,16,-1,-1,-1,defacment
43,-1,1,11,-1,-1,-1,defacment
71,-1,1,14,-1,-1,-1,defacment
86,,1,16,-1,nginx,-1,defacment
38,,1,7,-1,Apache/2,-1,defacment
85,,1,11,-1,Apache/2.4.6,-1,defacment
86,-1,1,14,-1,-1,-1,defacment
89,-1,1,18,-1,-1,-1,defacment
27,-1,1,5,-1,-1,-1,defacment
34,-1,1,6,-1,-1,-1,defacment
118,-1,1,21,-1,-1,-1,defacment
156,-1,1,25,-1,-1,-1,defacment
78,,1,14,-1,openresty,-1,defacment
85,-1,1,14,-1,-1,-1,defacment
160,-1,1,28,-1,-1,-1,defacment
58,-1,1,10,-1,-1,-1,defacment
29,,1,7,-1,nginx,-1,defacment
110,-1,1,13,-1,-1,-1,defacment
62,-1,1,12,-1,-1,-1,defacment
38,,1,7,-1,Apache,-1,defacment
63,-1,1,13,-1,-1,-1,defacment
87,-1,1,13,-1,-1,-1,defacment
115,-1,1,24,-1,-1,-1,defacment
100,-1,1,19,-1,-1,-1,defacment
87,-1,1,16,-1,-1,-1,defacment
82,-1,1,15,-1,-1,-1,defacment
86,-1,1,16,-1,-1,-1,defacment
96,,1,19,-1,Apache,-1,defacment
71,,1,15,-1,Apache,-1,defacment
67,-1,1,11,-1,-1,-1,defacment
169,-1,1,32,-1,-1,-1,defacment
83,-1,1,17,-1,-1,-1,defacment
65,-1,1,10,-1,-1,-1,defacment
58,,1,10,-1,Apache,-1,defacment
107,-1,1,22,-1,-1,-1,defacment
56,-1,1,10,-1,-1,-1,defacment
231,-1,1,17,-1,-1,-1,defacment
105,-1,1,20,-1,-1,-1,defacment
102,-1,1,15,-1,-1,-1,defacment
42,-1,1,7,-1,-1,-1,defacment
38,-1,1,8,-1,-1,-1,defacment
40,-1,1,9,-1,-1,-1,defacment
87,-1,1,13,-1,-1,-1,defacment
82,-1,1,17,-1,-1,-1,defacment
119,-1,1,25,-1,-1,-1,defacment
50,-1,1,9,-1,-1,-1,defacment
52,-1,1,8,-1,-1,-1,defacment
135,-1,1,26,-1,-1,-1,defacment
80,-1,1,12,-1,-1,-1,defacment
93,-1,1,16,-1,-1,-1,defacment
94,-1,1,18,-1,-1,-1,defacment
41,-1,1,9,-1,-1,-1,defacment
72,-1,1,12,-1,-1,-1,defacment
83,,1,16,-1,nginx,-1,defacment
77,-1,1,15,-1,-1,-1,defacment
34,-1,1,8,-1,-1,-1,defacment
70,-1,1,13,-1,-1,-1,defacment
102,-1,1,20,-1,-1,-1,defacment
78,-1,1,9,-1,-1,-1,defacment
38,-1,1,8,-1,-1,-1,defacment
75,-1,1,14,-1,-1,-1,defacment
58,-1,1,13,-1,-1,-1,defacment
81,,1,16,-1,nginx,-1,defacment
53,-1,1,8,-1,-1,-1,defacment
34,-1,1,6,-1,-1,-1,defacment
82,-1,1,17,-1,-1,-1,defacment
38,-1,1,7,-1,-1,-1,defacment
72,-1,1,12,-1,-1,-1,defacment
50,-1,1,11,-1,-1,-1,defacment
98,,1,19,-1,nginx,-1,defacment
132,-1,1,21,-1,-1,-1,defacment
113,-1,1,20,-1,-1,-1,defacment
43,-1,1,9,-1,-1,-1,defacment
189,-1,1,36,-1,-1,-1,defacment
82,-1,1,17,-1,-1,-1,defacment
84,-1,1,17,-1,-1,-1,defacment
95,-1,1,22,-1,-1,-1,defacment
83,-1,1,14,-1,-1,-1,defacment
53,-1,1,11,-1,-1,-1,defacment
107,,1,19,-1,Apache/2.2.4 (Win32) PHP/5.2.3,-1,defacment
77,-1,1,13,-1,-1,-1,defacment
53,-1,1,8,-1,-1,-1,defacment
215,-1,1,14,-1,-1,-1,defacment
52,,1,10,-1,nginx,-1,defacment
139,-1,1,32,-1,-1,-1,defacment
32,1121,1,5,-1,-1,-1,defacment
179,,1,29,-1,nginx,-1,defacment
107,,1,23,-1,LiteSpeed,-1,defacment
78,-1,1,12,-1,-1,-1,defacment
179,-1,1,35,-1,-1,-1,defacment
34,-1,1,8,-1,-1,-1,defacment
73,-1,1,12,-1,-1,-1,defacment
145,-1,1,25,-1,-1,-1,defacment
67,-1,1,10,-1,-1,-1,defacment
62,-1,1,9,-1,-1,-1,defacment
59,-1,1,12,-1,-1,-1,defacment
47,-1,1,7,-1,-1,-1,defacment
48,-1,1,9,-1,-1,-1,defacment
32,-1,1,8,-1,-1,-1,defacment
63,-1,1,13,-1,-1,-1,defacment
35,-1,1,7,-1,-1,-1,defacment
32,-1,1,5,-1,,-1,defacment
155,-1,1,27,-1,-1,-1,defacment
45,,1,9,-1,Apache/2,-1,defacment
66,-1,1,12,-1,-1,-1,defacment
40,-1,1,8,-1,-1,-1,defacment
88,,1,18,-1,Apache,-1,defacment
199,-1,1,27,-1,-1,-1,defacment
145,122,1,23,-1,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny13 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,-1,defacment
45,-1,1,7,-1,-1,-1,defacment
129,-1,1,15,-1,-1,-1,defacment
85,,1,18,-1,cloudflare,-1,defacment
37,-1,1,5,-1,-1,-1,defacment
40,-1,1,6,-1,-1,-1,defacment
149,-1,1,25,-1,-1,-1,defacment
131,-1,1,22,-1,-1,-1,defacment
87,-1,1,16,-1,-1,-1,defacment
42,-1,1,8,-1,-1,-1,defacment
91,-1,1,17,-1,-1,-1,defacment
86,-1,1,15,-1,-1,-1,defacment
132,-1,1,24,-1,-1,-1,defacment
65,-1,1,10,-1,-1,-1,defacment
67,,1,12,-1,Apache,-1,defacment
82,62476,1,16,-1,nginx,-1,defacment
86,-1,1,16,-1,-1,-1,defacment
98,-1,1,17,-1,-1,-1,defacment
138,-1,1,21,-1,-1,-1,defacment
60,,1,10,-1,Apache,-1,defacment
104,-1,1,19,-1,-1,-1,defacment
77,-1,1,16,-1,-1,-1,defacment
66,-1,1,12,-1,-1,-1,defacment
103,-1,1,18,-1,-1,-1,defacment
120,-1,1,21,-1,-1,-1,defacment
87,-1,1,16,-1,-1,-1,defacment
120,-1,1,23,-1,-1,-1,defacment
51,-1,1,9,-1,-1,-1,defacment
52,-1,1,11,-1,-1,-1,defacment
27,-1,1,7,-1,-1,-1,defacment
47,-1,1,8,-1,-1,-1,defacment
107,,1,19,-1,Apache,-1,defacment
110,-1,1,22,-1,-1,-1,defacment
47,-1,1,8,-1,-1,-1,defacment
59,-1,1,11,-1,-1,-1,defacment
65,-1,1,12,-1,-1,-1,defacment
82,-1,1,15,-1,-1,-1,defacment
102,-1,1,18,-1,-1,-1,defacment
46,-1,1,11,-1,-1,-1,defacment
130,-1,1,18,-1,-1,-1,defacment
40,-1,1,7,-1,-1,-1,defacment
85,-1,1,15,-1,-1,-1,defacment
58,-1,1,11,-1,-1,-1,defacment
67,-1,1,11,-1,-1,-1,defacment
114,-1,1,22,-1,-1,-1,defacment
153,-1,1,26,-1,-1,-1,defacment
139,-1,1,30,-1,-1,-1,defacment
123,-1,1,23,-1,-1,-1,defacment
114,-1,1,20,-1,-1,-1,defacment
147,-1,1,23,-1,-1,-1,defacment
60,-1,1,15,-1,-1,-1,defacment
64,-1,1,11,-1,-1,-1,defacment
131,-1,1,25,-1,-1,-1,defacment
53,17692,1,9,-1,nginx,-1,defacment
112,-1,1,20,-1,-1,-1,defacment
138,,1,25,-1,LiteSpeed,-1,defacment
79,-1,1,10,-1,-1,-1,defacment
35,-1,1,7,-1,-1,-1,defacment
63,-1,1,10,-1,-1,-1,defacment
25,,1,6,-1,Apache/2,-1,defacment
71,-1,1,11,-1,-1,-1,defacment
55,-1,1,10,-1,-1,-1,defacment
191,-1,1,29,-1,-1,-1,defacment
89,-1,1,14,-1,-1,-1,defacment
150,,1,24,-1,Apache,-1,defacment
38,-1,1,7,-1,-1,-1,defacment
253,-1,1,18,-1,-1,-1,defacment
90,,1,18,-1,Apache,-1,defacment
90,-1,1,17,-1,-1,-1,defacment
49,-1,1,9,-1,-1,-1,defacment
55,15991,1,9,-1,nginx/1.24.0,-1,defacment
47,-1,1,11,-1,-1,-1,defacment
186,-1,1,36,-1,-1,-1,defacment
85,-1,1,17,-1,-1,-1,defacment
147,-1,1,26,-1,-1,-1,defacment
79,-1,1,15,-1,-1,-1,defacment
116,17897,1,17,-1,Apache/2.2.24,-1,defacment
181,-1,1,29,-1,-1,-1,defacment
50,-1,1,10,-1,-1,-1,defacment
84,,1,17,-1,Apache,-1,defacment
49,-1,1,7,-1,-1,-1,defacment
94,62488,1,18,-1,nginx,-1,defacment
40,-1,1,7,-1,-1,-1,defacment
48,-1,1,9,-1,-1,-1,defacment
163,-1,1,28,-1,-1,-1,defacment
85,-1,1,15,-1,-1,-1,defacment
84,-1,1,17,-1,-1,-1,defacment
83,-1,1,15,-1,-1,-1,defacment
65,-1,1,10,-1,-1,-1,defacment
110,-1,1,13,-1,-1,-1,defacment
50,-1,1,10,-1,-1,-1,defacment
83,,1,16,-1,Apache,-1,defacment
42,-1,1,7,-1,-1,-1,defacment
53,-1,1,10,-1,-1,-1,defacment
97,-1,1,19,-1,-1,-1,defacment
37,,1,7,-1,aruba-proxy,-1,defacment
78,-1,1,12,-1,-1,-1,defacment
47,-1,1,9,-1,-1,-1,defacment
100,-1,1,20,-1,-1,-1,defacment
119,-1,1,14,-1,-1,-1,defacment
62,-1,1,13,-1,-1,-1,defacment
68,-1,1,13,-1,-1,-1,defacment
74,-1,1,15,-1,-1,-1,defacment
57,15208,1,9,-1,Apache/2.2.24,-1,defacment
127,-1,1,23,-1,-1,-1,defacment
114,-1,1,25,-1,-1,-1,defacment
67,-1,1,14,-1,-1,-1,defacment
129,-1,1,26,-1,-1,-1,defacment
120,-1,1,20,-1,-1,-1,defacment
69,-1,1,13,-1,-1,-1,defacment
122,-1,1,22,-1,-1,-1,defacment
102,,1,22,-1,LiteSpeed,-1,defacment
93,-1,1,18,-1,-1,-1,defacment
33,-1,1,7,-1,-1,-1,defacment
88,-1,1,13,-1,-1,-1,defacment
190,-1,1,33,-1,-1,-1,defacment
93,-1,1,17,-1,-1,-1,defacment
120,,1,20,-1,Apache,-1,defacment
48,-1,1,9,-1,-1,-1,defacment
123,-1,1,24,-1,-1,-1,defacment
85,-1,1,16,-1,-1,-1,defacment
97,-1,1,18,-1,-1,-1,defacment
32,-1,1,7,-1,-1,-1,defacment
88,-1,1,18,-1,-1,-1,defacment
107,-1,1,19,-1,-1,-1,defacment
45,-1,1,8,-1,-1,-1,defacment
66,-1,1,8,-1,-1,-1,defacment
87,,1,18,-1,nginx,-1,defacment
72,-1,1,8,-1,-1,-1,defacment
90,-1,1,15,-1,-1,-1,defacment
47,794,1,9,-1,nginx,-1,defacment
34,-1,1,7,-1,-1,-1,defacment
131,-1,1,23,-1,-1,-1,defacment
115,-1,1,18,-1,-1,-1,defacment
156,,1,28,-1,Apache,-1,defacment
84,-1,1,16,-1,-1,-1,defacment
106,,1,21,-1,Apache,-1,defacment
47,-1,1,9,-1,-1,-1,defacment
66,-1,1,13,-1,-1,-1,defacment
69,-1,1,12,-1,-1,-1,defacment
88,-1,1,10,-1,-1,-1,defacment
42,-1,1,8,-1,-1,-1,defacment
92,-1,1,14,-1,-1,-1,defacment
62,-1,1,9,-1,-1,-1,defacment
28,-1,1,6,-1,-1,-1,defacment
77,-1,1,10,-1,-1,-1,defacment
72,-1,1,11,-1,-1,-1,defacment
87,-1,1,16,-1,-1,-1,defacment
81,-1,1,17,-1,-1,-1,defacment
189,-1,1,31,-1,-1,-1,defacment
55,,1,10,-1,,-1,defacment
37,68469,1,6,-1,nginx,-1,defacment
105,-1,1,21,-1,-1,-1,defacment
89,-1,1,14,-1,-1,-1,defacment
56,,1,9,-1,nginx,-1,defacment
38,-1,1,7,-1,-1,-1,defacment
